Id,rating
803059,4
803060,4
803061,4
803062,5
803063,4
803064,3
803065,3
803066,4
803067,4
803068,3
803069,1
803070,3
803071,4
803072,4
803073,4
803074,1
803075,4
803076,5
803077,3
803078,3
803079,5
803080,4
803081,3
803082,3
803083,5
803084,3
803085,5
803086,3
803087,4
803088,4
803089,2
803090,4
803091,3
803092,3
803093,4
803094,3
803095,3
803096,3
803097,4
803098,3
803099,5
803100,3
803101,2
803102,3
803103,5
803104,3
803105,3
803106,4
803107,4
803108,5
803109,4
803110,4
803111,3
803112,3
803113,3
803114,4
803115,5
803116,4
803117,4
803118,3
803119,3
803120,2
803121,3
803122,4
803123,4
803124,4
803125,4
803126,4
803127,4
803128,2
803129,2
803130,3
803131,5
803132,4
803133,4
803134,4
803135,4
803136,5
803137,3
803138,3
803139,5
803140,5
803141,5
803142,4
803143,3
803144,4
803145,4
803146,4
803147,5
803148,4
803149,5
803150,3
803151,4
803152,3
803153,3
803154,4
803155,5
803156,4
803157,5
803158,3
803159,3
803160,3
803161,5
803162,3
803163,5
803164,3
803165,3
803166,5
803167,4
803168,4
803169,3
803170,3
803171,5
803172,4
803173,4
803174,5
803175,5
803176,3
803177,5
803178,3
803179,5
803180,3
803181,4
803182,3
803183,4
803184,3
803185,4
803186,4
803187,4
803188,5
803189,4
803190,5
803191,4
803192,5
803193,4
803194,5
803195,5
803196,5
803197,5
803198,4
803199,4
803200,3
803201,2
803202,3
803203,4
803204,3
803205,1
803206,4
803207,3
803208,4
803209,4
803210,3
803211,5
803212,4
803213,5
803214,4
803215,1
803216,2
803217,3
803218,4
803219,4
803220,5
803221,5
803222,3
803223,3
803224,3
803225,3
803226,4
803227,3
803228,4
803229,4
803230,3
803231,4
803232,5
803233,3
803234,1
803235,4
803236,4
803237,3
803238,3
803239,3
803240,3
803241,3
803242,3
803243,4
803244,4
803245,4
803246,3
803247,3
803248,4
803249,4
803250,4
803251,4
803252,3
803253,2
803254,3
803255,5
803256,5
803257,3
803258,3
803259,4
803260,3
803261,4
803262,2
803263,4
803264,5
803265,1
803266,1
803267,4
803268,3
803269,4
803270,3
803271,3
803272,5
803273,3
803274,3
803275,3
803276,4
803277,4
803278,3
803279,5
803280,4
803281,4
803282,3
803283,1
803284,3
803285,4
803286,4
803287,3
803288,4
803289,3
803290,1
803291,2
803292,4
803293,4
803294,4
803295,1
803296,3
803297,5
803298,3
803299,4
803300,4
803301,4
803302,5
803303,3
803304,5
803305,3
803306,5
803307,5
803308,5
803309,3
803310,4
803311,5
803312,4
803313,3
803314,3
803315,5
803316,4
803317,3
803318,5
803319,5
803320,3
803321,5
803322,4
803323,4
803324,4
803325,3
803326,4
803327,2
803328,5
803329,4
803330,5
803331,4
803332,3
803333,4
803334,4
803335,5
803336,4
803337,3
803338,4
803339,4
803340,4
803341,5
803342,5
803343,4
803344,4
803345,3
803346,3
803347,4
803348,4
803349,4
803350,3
803351,4
803352,4
803353,5
803354,4
803355,4
803356,3
803357,5
803358,4
803359,3
803360,5
803361,5
803362,4
803363,4
803364,4
803365,3
803366,4
803367,4
803368,4
803369,3
803370,5
803371,3
803372,5
803373,4
803374,4
803375,3
803376,4
803377,4
803378,3
803379,5
803380,4
803381,2
803382,5
803383,4
803384,3
803385,4
803386,5
803387,4
803388,4
803389,5
803390,4
803391,5
803392,5
803393,5
803394,3
803395,3
803396,3
803397,5
803398,4
803399,5
803400,4
803401,3
803402,5
803403,5
803404,5
803405,3
803406,3
803407,5
803408,4
803409,3
803410,4
803411,3
803412,3
803413,4
803414,5
803415,4
803416,4
803417,4
803418,5
803419,4
803420,3
803421,4
803422,4
803423,4
803424,4
803425,3
803426,4
803427,3
803428,4
803429,5
803430,3
803431,3
803432,3
803433,4
803434,3
803435,4
803436,4
803437,4
803438,4
803439,4
803440,4
803441,5
803442,3
803443,4
803444,4
803445,5
803446,4
803447,5
803448,4
803449,4
803450,5
803451,5
803452,5
803453,4
803454,1
803455,4
803456,4
803457,3
803458,3
803459,4
803460,3
803461,5
803462,3
803463,3
803464,4
803465,5
803466,4
803467,3
803468,3
803469,4
803470,5
803471,5
803472,5
803473,3
803474,5
803475,4
803476,4
803477,3
803478,4
803479,3
803480,4
803481,4
803482,5
803483,4
803484,4
803485,3
803486,2
803487,3
803488,4
803489,5
803490,3
803491,3
803492,5
803493,1
803494,4
803495,2
803496,4
803497,4
803498,4
803499,5
803500,4
803501,4
803502,5
803503,4
803504,3
803505,4
803506,4
803507,5
803508,5
803509,3
803510,5
803511,5
803512,5
803513,3
803514,4
803515,3
803516,2
803517,4
803518,3
803519,4
803520,4
803521,4
803522,4
803523,4
803524,4
803525,4
803526,5
803527,4
803528,5
803529,5
803530,4
803531,5
803532,3
803533,4
803534,3
803535,4
803536,4
803537,3
803538,5
803539,4
803540,4
803541,4
803542,2
803543,3
803544,4
803545,4
803546,3
803547,5
803548,4
803549,5
803550,4
803551,4
803552,3
803553,2
803554,4
803555,3
803556,3
803557,4
803558,4
803559,2
803560,4
803561,5
803562,3
803563,3
803564,3
803565,4
803566,3
803567,3
803568,3
803569,4
803570,4
803571,3
803572,3
803573,5
803574,4
803575,4
803576,4
803577,4
803578,5
803579,4
803580,4
803581,5
803582,4
803583,5
803584,5
803585,3
803586,3
803587,3
803588,3
803589,4
803590,4
803591,5
803592,2
803593,3
803594,4
803595,5
803596,3
803597,3
803598,4
803599,3
803600,5
803601,5
803602,5
803603,3
803604,4
803605,4
803606,3
803607,4
803608,5
803609,3
803610,5
803611,4
803612,4
803613,3
803614,2
803615,5
803616,3
803617,5
803618,3
803619,4
803620,4
803621,3
803622,4
803623,1
803624,5
803625,4
803626,2
803627,4
803628,5
803629,4
803630,4
803631,4
803632,3
803633,4
803634,3
803635,3
803636,4
803637,4
803638,2
803639,5
803640,2
803641,4
803642,4
803643,4
803644,5
803645,4
803646,4
803647,5
803648,4
803649,5
803650,4
803651,4
803652,2
803653,5
803654,4
803655,3
803656,5
803657,3
803658,3
803659,4
803660,5
803661,4
803662,4
803663,3
803664,4
803665,3
803666,3
803667,4
803668,4
803669,4
803670,4
803671,3
803672,2
803673,3
803674,3
803675,3
803676,3
803677,5
803678,5
803679,4
803680,2
803681,3
803682,4
803683,3
803684,5
803685,3
803686,3
803687,4
803688,3
803689,4
803690,3
803691,4
803692,4
803693,2
803694,4
803695,4
803696,4
803697,3
803698,4
803699,4
803700,5
803701,3
803702,3
803703,4
803704,3
803705,5
803706,4
803707,3
803708,4
803709,3
803710,1
803711,3
803712,3
803713,4
803714,5
803715,3
803716,3
803717,4
803718,4
803719,4
803720,3
803721,4
803722,5
803723,3
803724,4
803725,5
803726,5
803727,2
803728,4
803729,3
803730,3
803731,2
803732,3
803733,4
803734,5
803735,4
803736,3
803737,4
803738,4
803739,5
803740,4
803741,1
803742,4
803743,4
803744,4
803745,5
803746,4
803747,5
803748,5
803749,2
803750,4
803751,5
803752,3
803753,2
803754,4
803755,3
803756,2
803757,3
803758,4
803759,3
803760,3
803761,3
803762,3
803763,5
803764,4
803765,4
803766,3
803767,5
803768,4
803769,3
803770,4
803771,2
803772,5
803773,3
803774,5
803775,4
803776,4
803777,3
803778,3
803779,4
803780,4
803781,4
803782,2
803783,2
803784,4
803785,3
803786,2
803787,3
803788,2
803789,3
803790,4
803791,3
803792,3
803793,2
803794,3
803795,4
803796,4
803797,2
803798,2
803799,3
803800,3
803801,4
803802,2
803803,3
803804,4
803805,4
803806,4
803807,4
803808,2
803809,4
803810,4
803811,3
803812,2
803813,4
803814,4
803815,4
803816,4
803817,3
803818,4
803819,4
803820,5
803821,3
803822,3
803823,2
803824,3
803825,4
803826,3
803827,4
803828,4
803829,3
803830,5
803831,3
803832,4
803833,3
803834,4
803835,3
803836,4
803837,3
803838,3
803839,2
803840,3
803841,3
803842,4
803843,3
803844,4
803845,4
803846,4
803847,3
803848,4
803849,4
803850,5
803851,4
803852,3
803853,3
803854,4
803855,2
803856,4
803857,3
803858,4
803859,4
803860,3
803861,5
803862,4
803863,1
803864,4
803865,4
803866,3
803867,5
803868,5
803869,4
803870,5
803871,3
803872,3
803873,3
803874,4
803875,2
803876,4
803877,3
803878,4
803879,4
803880,4
803881,4
803882,3
803883,4
803884,3
803885,4
803886,4
803887,5
803888,5
803889,4
803890,4
803891,3
803892,2
803893,5
803894,4
803895,5
803896,5
803897,2
803898,1
803899,3
803900,3
803901,3
803902,4
803903,4
803904,5
803905,4
803906,4
803907,4
803908,4
803909,2
803910,5
803911,4
803912,3
803913,5
803914,3
803915,3
803916,4
803917,3
803918,4
803919,5
803920,4
803921,3
803922,4
803923,1
803924,5
803925,4
803926,4
803927,3
803928,3
803929,5
803930,4
803931,4
803932,3
803933,2
803934,4
803935,4
803936,5
803937,4
803938,4
803939,4
803940,3
803941,4
803942,5
803943,2
803944,3
803945,5
803946,3
803947,5
803948,3
803949,1
803950,4
803951,4
803952,4
803953,4
803954,4
803955,3
803956,5
803957,3
803958,4
803959,4
803960,3
803961,4
803962,4
803963,3
803964,4
803965,5
803966,3
803967,3
803968,3
803969,3
803970,4
803971,4
803972,4
803973,4
803974,4
803975,3
803976,3
803977,4
803978,3
803979,4
803980,2
803981,3
803982,3
803983,3
803984,3
803985,3
803986,5
803987,3
803988,4
803989,4
803990,4
803991,3
803992,4
803993,4
803994,3
803995,4
803996,4
803997,4
803998,1
803999,4
804000,3
804001,2
804002,4
804003,3
804004,3
804005,3
804006,5
804007,3
804008,4
804009,4
804010,2
804011,4
804012,3
804013,4
804014,3
804015,1
804016,3
804017,3
804018,5
804019,4
804020,5
804021,4
804022,4
804023,4
804024,4
804025,2
804026,2
804027,3
804028,5
804029,3
804030,4
804031,3
804032,3
804033,4
804034,3
804035,5
804036,4
804037,3
804038,5
804039,5
804040,3
804041,2
804042,3
804043,3
804044,4
804045,2
804046,2
804047,2
804048,3
804049,2
804050,5
804051,4
804052,4
804053,3
804054,3
804055,3
804056,3
804057,4
804058,3
804059,4
804060,4
804061,3
804062,3
804063,2
804064,4
804065,3
804066,3
804067,5
804068,4
804069,3
804070,4
804071,4
804072,4
804073,5
804074,3
804075,4
804076,3
804077,4
804078,4
804079,3
804080,5
804081,3
804082,4
804083,5
804084,4
804085,3
804086,4
804087,4
804088,3
804089,3
804090,4
804091,4
804092,4
804093,4
804094,3
804095,4
804096,5
804097,4
804098,4
804099,4
804100,3
804101,3
804102,4
804103,3
804104,2
804105,3
804106,3
804107,3
804108,3
804109,4
804110,4
804111,4
804112,4
804113,3
804114,4
804115,3
804116,3
804117,4
804118,5
804119,4
804120,2
804121,4
804122,4
804123,4
804124,5
804125,1
804126,3
804127,3
804128,4
804129,5
804130,4
804131,4
804132,4
804133,5
804134,3
804135,5
804136,3
804137,3
804138,4
804139,4
804140,3
804141,2
804142,5
804143,4
804144,3
804145,5
804146,4
804147,3
804148,4
804149,3
804150,5
804151,4
804152,4
804153,4
804154,4
804155,5
804156,5
804157,4
804158,3
804159,5
804160,5
804161,5
804162,3
804163,4
804164,2
804165,3
804166,4
804167,4
804168,4
804169,4
804170,4
804171,1
804172,3
804173,3
804174,1
804175,4
804176,4
804177,3
804178,4
804179,3
804180,3
804181,3
804182,2
804183,4
804184,4
804185,5
804186,3
804187,3
804188,4
804189,3
804190,4
804191,3
804192,4
804193,4
804194,4
804195,4
804196,4
804197,3
804198,5
804199,5
804200,5
804201,3
804202,5
804203,4
804204,1
804205,4
804206,3
804207,4
804208,3
804209,3
804210,5
804211,5
804212,5
804213,5
804214,3
804215,4
804216,3
804217,4
804218,4
804219,3
804220,3
804221,2
804222,5
804223,4
804224,3
804225,5
804226,4
804227,4
804228,3
804229,4
804230,3
804231,3
804232,4
804233,4
804234,3
804235,3
804236,4
804237,4
804238,4
804239,3
804240,5
804241,3
804242,4
804243,3
804244,3
804245,2
804246,4
804247,4
804248,5
804249,2
804250,5
804251,4
804252,3
804253,3
804254,3
804255,3
804256,5
804257,4
804258,5
804259,3
804260,4
804261,3
804262,4
804263,4
804264,3
804265,5
804266,3
804267,4
804268,3
804269,5
804270,4
804271,3
804272,4
804273,4
804274,4
804275,3
804276,5
804277,5
804278,3
804279,3
804280,5
804281,4
804282,4
804283,4
804284,4
804285,2
804286,4
804287,5
804288,5
804289,5
804290,5
804291,4
804292,4
804293,4
804294,5
804295,3
804296,4
804297,4
804298,4
804299,3
804300,3
804301,4
804302,4
804303,5
804304,5
804305,5
804306,4
804307,4
804308,4
804309,3
804310,4
804311,5
804312,3
804313,3
804314,4
804315,4
804316,3
804317,3
804318,4
804319,4
804320,4
804321,3
804322,4
804323,2
804324,4
804325,2
804326,1
804327,3
804328,4
804329,1
804330,4
804331,4
804332,4
804333,4
804334,4
804335,5
804336,5
804337,5
804338,5
804339,5
804340,3
804341,3
804342,4
804343,4
804344,4
804345,4
804346,5
804347,4
804348,4
804349,4
804350,4
804351,4
804352,3
804353,4
804354,5
804355,3
804356,4
804357,4
804358,4
804359,3
804360,4
804361,3
804362,5
804363,5
804364,4
804365,5
804366,2
804367,4
804368,4
804369,3
804370,4
804371,5
804372,3
804373,5
804374,4
804375,3
804376,4
804377,4
804378,4
804379,5
804380,4
804381,3
804382,4
804383,2
804384,5
804385,5
804386,3
804387,3
804388,4
804389,5
804390,3
804391,4
804392,4
804393,4
804394,4
804395,3
804396,4
804397,3
804398,4
804399,4
804400,5
804401,4
804402,4
804403,3
804404,4
804405,4
804406,4
804407,4
804408,5
804409,4
804410,5
804411,3
804412,4
804413,3
804414,4
804415,5
804416,5
804417,4
804418,4
804419,4
804420,4
804421,4
804422,4
804423,4
804424,5
804425,3
804426,3
804427,3
804428,5
804429,4
804430,4
804431,4
804432,4
804433,5
804434,5
804435,4
804436,4
804437,3
804438,5
804439,3
804440,5
804441,4
804442,5
804443,2
804444,4
804445,4
804446,2
804447,3
804448,3
804449,4
804450,4
804451,2
804452,4
804453,1
804454,4
804455,4
804456,4
804457,5
804458,3
804459,3
804460,3
804461,4
804462,5
804463,5
804464,5
804465,1
804466,5
804467,4
804468,3
804469,3
804470,4
804471,5
804472,4
804473,4
804474,4
804475,3
804476,5
804477,3
804478,5
804479,4
804480,5
804481,4
804482,3
804483,3
804484,2
804485,5
804486,5
804487,3
804488,4
804489,4
804490,5
804491,5
804492,5
804493,4
804494,5
804495,5
804496,5
804497,3
804498,1
804499,4
804500,4
804501,4
804502,4
804503,5
804504,4
804505,2
804506,4
804507,3
804508,3
804509,5
804510,1
804511,4
804512,4
804513,4
804514,3
804515,4
804516,3
804517,3
804518,3
804519,4
804520,4
804521,4
804522,4
804523,3
804524,5
804525,4
804526,4
804527,4
804528,5
804529,4
804530,4
804531,2
804532,3
804533,4
804534,3
804535,3
804536,4
804537,4
804538,5
804539,3
804540,3
804541,5
804542,4
804543,4
804544,4
804545,3
804546,3
804547,3
804548,1
804549,3
804550,1
804551,3
804552,4
804553,1
804554,2
